question_id,step_idx,token_id,token_text,label,n_heads,r_img,r_full,delta_img,delta_full
225225,73,2305,people,grounded,90,0.8683371844715778,0.44245590715521144,0.649367453486214,0.09400873654469372
225225,83,22983,trains,grounded,90,0.9148512296187278,0.45499441477117714,0.8117507654419893,0.08467312718339001
225225,93,305,ch,hallucinated,90,0.9388019425580552,0.533835030956781,0.873535974374873,0.15644772145811695
225225,108,28134,passengers,grounded,90,0.9327193067056669,0.411159328157529,0.8702586323210658,0.07085758300750762
7281,15,767,man,grounded,90,0.6033583948380732,0.282501380689173,0.28731000091137227,0.02164919774859426
7281,20,10435,horse,grounded,90,0.7074720919041592,0.3499176795624188,0.41977878715606826,0.04192251022846647
7281,23,767,man,grounded,90,0.7450030079225373,0.41505486500783306,0.5295542745749423,0.08456403677707519
7281,32,767,man,grounded,90,0.879425104723098,0.4776234299866334,0.6990662282656801,0.13309080854375427
7281,35,10435,horse,grounded,90,0.8693874297140124,0.49881210275089427,0.713422013962152,0.13328215590601436
7281,53,1241,ider,grounded,90,0.9042413751268831,0.5891162412382982,0.7890022647621505,0.21307476741541934
7281,69,2305,people,grounded,90,0.878792831782579,0.47016205576865233,0.7269178720816876,0.10709584808548454
7281,97,17952,birds,hallucinated,90,0.8990141816876392,0.44781717697807016,0.7426282569246859,0.0841934337194354
525211,5,2022,person,grounded,90,0.5933059080461189,0.2605111157763799,0.2542016732484034,0.020677888366449952
525211,14,8842,uts,grounded,90,0.7303301530302112,0.3685693214460712,0.43238716677736283,0.06913899340911955
525211,40,8842,uts,grounded,90,0.8501523281560106,0.4907779921186947,0.6463538935663864,0.12908497910593478
525211,49,21305,nut,grounded,90,0.8367102733392597,0.48967289403706665,0.6313196062463136,0.11856620671958971
525211,60,21305,nut,grounded,90,0.8834079687291815,0.5533434010325112,0.7286189991464842,0.17306347609773928
525211,71,21305,nut,grounded,90,0.904148927682251,0.5618345697666748,0.7776999868103963,0.17080941625956608
525211,80,2022,person,grounded,90,0.8524848475710948,0.4776419193051832,0.693784612880805,0.10426642984693239
525211,85,6150,oon,hallucinated,90,0.8306142923927488,0.4241812461100887,0.6016316743703134,0.07933845820167491
525211,97,8842,uts,grounded,90,0.910176028621388,0.5519642740374133,0.8161279988410706,0.19718959346435017
525211,103,12580,bow,hallucinated,90,0.81097862218854,0.33634660796822236,0.5599112374236008,0.039169410308580406
308555,24,9852,vens,grounded,90,0.7234915546039193,0.3985531522140197,0.43477380656013276,0.08007070765571606
308555,50,9852,vens,grounded,90,0.8281162419952578,0.5141985350919336,0.6096292531161793,0.12942299352162717
308555,57,294,as,grounded,90,0.7773486754400959,0.46784101812261003,0.5169057433980477,0.09957436954538065
308555,84,9852,vens,grounded,90,0.8842407759875031,0.5112664381329116,0.7134621112991076,0.12731225576371855
308555,92,1061,ator,hallucinated,90,0.902553015291415,0.6034727591224736,0.7666116303496365,0.19303028162496427
308555,103,2022,person,hallucinated,90,0.8203440759040689,0.42057813728806975,0.5387010187027989,0.07416612312961035
308555,122,294,as,grounded,90,0.9285522050800594,0.5738342122794664,0.8507686588408526,0.16921476606335553
85543,12,8842,uts,grounded,90,0.6688845623677324,0.2959966963232037,0.34339246118773875,0.028426496016614664
85543,27,8842,uts,grounded,90,0.821473215328205,0.47162358690439543,0.5860940987518084,0.11752693203265657
85543,47,8842,uts,grounded,90,0.8697095249016785,0.5071160177612936,0.6942259206257633,0.1587162745653869
85543,80,8842,uts,grounded,90,0.8908802986290649,0.5449390232258344,0.7487242005459305,0.18829499682433753
85543,91,2305,people,hallucinated,90,0.8097338538643344,0.3052208821023029,0.4714891382355316,0.04203439266512516
12192,6,8023,boy,grounded,90,0.5902867244378832,0.28166577069959353,0.2792007661938827,0.03318884811666396
12192,16,3522,cket,grounded,90,0.7659705155942255,0.40260659865961895,0.5193903929383233,0.08285145744835123
12192,20,8287,ball,grounded,90,0.8260881597519277,0.4339192495360171,0.6084557940375627,0.09297988162376705
12192,54,2305,people,grounded,90,0.8771282198648669,0.4819636261140718,0.6876351216700844,0.11666867000734604
12192,84,8023,boy,grounded,90,0.931719555550838,0.5953812621665514,0.8705696628433368,0.22356212170495687
482951,6,7826,girl,grounded,90,0.630502834402544,0.28753716540891394,0.3185910722252156,0.0314700731939718
482951,23,568,ite,grounded,90,0.7760536150956192,0.39385241797664006,0.5389066663742899,0.07771346784073536
482951,44,568,ite,grounded,90,0.9151292351336731,0.5537340167554691,0.8172203525172546,0.19771409445662833
482951,47,7826,girl,grounded,90,0.8837787015706711,0.4957600355553522,0.7567751099382938,0.12770403955509704
482951,75,18647,cars,grounded,90,0.8532816086404682,0.4347538591925511,0.6662850277185385,0.10290520674327613
482951,92,2305,people,grounded,90,0.9626049565797605,0.46299571534040757,0.9645910635164526,0.1084141461547928
27982,13,29873,t,grounded,90,0.7286997381303195,0.405802267749208,0.4680665034168397,0.0795919939334851
27982,19,28169,sink,grounded,90,0.7380789362651899,0.40557008110030907,0.5035350190509238,0.0813174292900156
27982,24,29873,t,grounded,90,0.8084289368220068,0.4851794293728877,0.5957933701960924,0.15290756821158152
27982,38,28169,sink,grounded,90,0.8408911443152699,0.4855212228983635,0.6498811387248709,0.12149280969145113
27982,47,28169,sink,grounded,90,0.8128259085603489,0.47482317651487804,0.6364985903636787,0.13815114853302055
27982,64,29873,t,grounded,90,0.8660497583067793,0.4882556748240895,0.6894209152588051,0.11800863039607858
27982,66,28169,sink,grounded,90,0.9131881703309366,0.5243025379107548,0.7962203052744599,0.1654808769478901
27982,72,793,les,hallucinated,90,0.889671517722419,0.5332936834336152,0.7363390250679371,0.14167082724596633
27982,83,793,les,hallucinated,90,0.9396219789519266,0.5981110478670084,0.8745621672701137,0.2294796935749715
27982,88,28169,sink,grounded,90,0.9297767523222599,0.5314524478275481,0.8635082770831448,0.14204896949632673
27982,99,29873,t,grounded,90,0.9322417495397021,0.5309877218162045,0.8551483500231956,0.15273077360333182
27982,109,8024,plant,hallucinated,90,0.8998722955627717,0.5369325701020711,0.7650701244072553,0.13510190808790273
27982,116,28169,sink,grounded,90,0.9131817875992547,0.5247034522521561,0.8228644383992697,0.14772889023343463
51028,8,6601,computer,grounded,90,0.5748570266911855,0.25946371450251904,0.2720761664961498,0.029428807099714016
51028,10,29895,k,hallucinated,90,0.7325619770379046,0.39489177813371606,0.4796486118720902,0.0797714625613318
51028,14,6601,computer,grounded,90,0.7037995982220497,0.3579782512057635,0.46522306765785654,0.06526736351261961
51028,15,11819,monitor,grounded,90,0.7890678007394812,0.46274685760717127,0.5829688187147721,0.12955232156607582
51028,23,7121,airs,grounded,90,0.7929395235125946,0.41708786352959293,0.5796633646945807,0.08475544904433573
51028,30,29895,k,hallucinated,90,0.8943265585235909,0.4918209801079434,0.7654544322976095,0.13680481031993008
51028,46,12247,keyboard,grounded,90,0.7996331681207605,0.3828954203872243,0.5582964906445816,0.06217033274782142
51028,49,9495,mouse,grounded,90,0.8947647903159515,0.4638285882977938,0.7376934017603506,0.12307658429112911
51028,56,29895,k,hallucinated,90,0.9262225613428792,0.5447013511141199,0.8435743684093008,0.17356153368694763
51028,66,6601,computer,grounded,90,0.87913313239381,0.401510214267698,0.69648299827246,0.08216550143198657
51028,75,6601,computer,grounded,90,0.8809951091571405,0.4875981768276406,0.7263362781639487,0.13449977898655785
51028,106,5648,TV,grounded,90,0.7938261431717134,0.43144115377465464,0.5810700773963586,0.07781733663548479
51028,122,29895,k,hallucinated,90,0.9400824342313574,0.5407677964594999,0.8947831253922045,0.16796864341392934
414236,7,1591,table,grounded,90,0.6562561097685916,0.30011038012379637,0.32811733262981135,0.031572194052737805
414236,11,16416,wich,grounded,90,0.6374943997908555,0.3214139261534882,0.33456607003266475,0.04616021354482971
414236,14,18002,cup,grounded,90,0.6596623456407259,0.34694458516991494,0.390684508733936,0.05930799314191385
414236,25,16416,wich,grounded,90,0.8018357744648494,0.4336124429602579,0.5754892792587766,0.11199042227956046
414236,42,16416,wich,grounded,90,0.852663343771174,0.5342176181579983,0.7187534009252031,0.17304624160873155
414236,45,18002,cup,grounded,90,0.8090102001826784,0.45489772200165274,0.5843600795946892,0.12273489652190332
414236,55,16416,wich,grounded,90,0.9069027322938427,0.542243612798959,0.7853517630143038,0.20003994653324741
414236,80,9008,phone,grounded,90,0.8157694362205459,0.4784993948409894,0.628976303538884,0.13672012545921866
414236,84,1591,table,grounded,90,0.9087390403727641,0.5130962966007263,0.7882108847788021,0.1356110510181447
414236,93,16416,wich,grounded,90,0.935444045603532,0.5471383594211333,0.8688993816707643,0.17312836860267924
495578,6,767,man,grounded,90,0.5946601730331934,0.25909640338155504,0.2623754263264209,0.017661560792807694
495578,20,3522,cket,grounded,90,0.7608627937390992,0.4026786929220624,0.5137226053021741,0.0893567968141618
495578,41,3522,cket,grounded,90,0.7915126678295672,0.4274392241022445,0.5857546357320735,0.08452135739822156
495578,51,8287,ball,grounded,90,0.8246431653970646,0.3972174626015349,0.572074303218022,0.08132006224873298
495578,60,767,man,grounded,90,0.8967568841169336,0.43559479425557246,0.7612997090958651,0.07797014263648294
495578,64,3522,cket,grounded,90,0.9271713152426639,0.5045213684709003,0.8506976938605919,0.1409757991147419
495578,75,11774,chair,grounded,90,0.7898761310439674,0.4357490412740227,0.5872426017992206,0.1008604623569493
495578,84,10769,players,grounded,90,0.895122973372037,0.4052258211056224,0.7532294412168462,0.07297379293525177
495578,91,2022,person,grounded,90,0.8686659181462328,0.47787930588597793,0.71877545280758,0.1054856019983313
109005,12,1934,ants,grounded,90,0.7262020334792363,0.36652247914556396,0.48599672376592246,0.06195939910985729
109005,20,424,ant,grounded,90,0.8175419644993389,0.4550561877099865,0.6330600403574386,0.10778435998463211
109005,49,1934,ants,grounded,90,0.8600556873481315,0.47617491272863,0.6959920787030753,0.12890491445864607
109005,76,1934,ants,grounded,90,0.8796624635941027,0.4429825299683616,0.7124309176172418,0.10566494672981575
542423,5,6114,woman,grounded,90,0.5865283624635579,0.25994367565654586,0.2590965526668219,0.02191576513673162
542423,12,305,ch,grounded,90,0.7433447158339175,0.40129543663848705,0.5053078368539423,0.08147697403606628
542423,41,305,ch,grounded,90,0.844025053610512,0.46110770368083703,0.6704259029662724,0.10932182723851097
542423,54,6114,woman,grounded,90,0.9350016890934147,0.5534790600045235,0.86911887348904,0.19438306449294968
